,postcode,lon,lat
0,5571,4.97830552524816,50.145229203958436
1,5080,4.823040677097621,50.51802156697481
2,5543,4.844595751539798,50.16549170513231
3,3581,5.248218029108467,51.090098965515864
4,3583,5.173248093354319,51.047686051880795
5,3590,5.417426449396492,50.91148333449561
6,3640,5.72880856924644,51.17115647372937
7,3717,5.425422103675053,50.72596086466414
8,3891,5.176326978380318,50.750593993217784
9,3980,5.069536263946347,51.054783189174685
10,8553,3.421563782290278,50.80839107751576
11,6870,5.313902123517168,50.03690455420123
12,7504,3.330381410370858,50.58098203970654
13,7822,3.843981476859054,50.6471815598948
14,1401,4.358076642200513,50.617663557366754
15,1460,4.259715332494394,50.64085582622058
16,2640,4.461040132890298,51.17463975833746
17,2382,5.052107033848186,51.44976104267063
18,2310,4.767494274523639,51.35514942435804
19,2547,4.497806447410268,51.12769847424817
20,2845,4.33556593193733,51.10729376871485
21,2060,4.376134025032607,51.248447820724365
22,2627,4.342687429249923,51.12267361693446
23,2381,5.006010075392751,51.41131354672353
24,2150,4.487687146271747,51.19145932067747
25,2387,4.903894210159396,51.41641400189452
26,3472,5.006373148835371,50.89424346153927
27,3272,4.946307973458278,51.01625602737977
28,3212,4.790029690256198,50.8747668407872
29,1640,4.373732794655721,50.744496059136004
30,3450,5.10532003006251,50.89500693999195
31,1540,4.03604040962386,50.722404957481096
32,9473,4.050302142583166,50.89809663996499
33,9112,4.029177437791314,51.16014232146869
34,9031,3.633046770040216,51.051202535013374
35,9308,4.029669760417315,50.9673651621167
36,4730,6.140831297731922,50.649166334686754
37,4632,5.722308262380486,50.65314739422452
38,4351,5.341979782980764,50.6969029287981
39,4480,5.3906389321157775,50.54940848302819
40,4910,5.792942482132827,50.479293293663225
41,7510,3.347229563836705,50.602611637589625
42,7020,3.972124117938859,50.4951508161205
43,6534,4.346616190652407,50.34868908709587
44,7860,3.827655959321268,50.70782135153303
45,7330,3.817290433716811,50.4500706332298
46,7864,3.86465888313695,50.73219062587638
47,7100,4.19011154300274,50.48132422290698
48,6531,4.311671935515356,50.31812045059716
49,3722,5.409332424911175,50.855692119449934
50,8550,3.339351438011737,50.80547297509661
51,8691,2.63603213658728,50.976301824160764
52,8700,3.337406906128884,50.99997764926436
53,8760,3.295037936851297,50.95105389378751
54,6840,5.431672182519433,49.8424024694399
55,6983,5.628599161615838,50.130140819937175
56,6987,5.482531103545013,50.225561542216425
57,3120,4.7091988945381225,50.99429271970909
58,1541,3.9925589861453323,50.70447653722278
59,3270,4.977675317891447,50.97091251522217
60,5351,5.147327658298041,50.441864713360246
61,5540,4.832756422482895,50.2078836754068
62,5550,4.913132884291834,49.81215041837728
63,3582,5.28067689900486,51.07062776310164
64,3850,5.193628950060383,50.87456504009532
65,8480,3.024847844311923,51.130084962134525
66,8570,3.464043077530356,50.84340914962332
67,8830,3.064023303516668,50.98182637352017
68,8978,2.640712715251963,50.847277895421854
69,3300,4.941172558459968,50.80922727420936
70,3401,5.087728599429149,50.718032360518414
71,3210,4.835081689733584,50.88357963294684
72,1501,4.262453273944151,50.73746200178331
73,1950,4.471344481505892,50.845386982127444
74,9771,3.502755671894199,50.882928824884424
75,9190,4.018028609943872,51.21058097517089
76,9051,3.67704044443779,51.020835067310294
77,9700,3.6110882628986483,50.848018865686875
78,9770,3.529963191351794,50.916145054810755
79,4181,5.57670059087153,50.42561167704621
80,4342,5.455776383600718,50.68356624247208
81,4161,5.512449688843039,50.50232901763118
82,4650,5.806874439823573,50.60668764857255
83,4257,5.210981477843381,50.712009582693646
84,6210,4.445996016740626,50.53834844566403
85,7802,3.72930171411901,50.58665419458767
86,6200,4.510607244620078,50.38361148737189
87,7000,3.968502166659133,50.456203480863934
88,7021,4.044682821851172,50.459186960033676
89,1033,4.38605713534583,50.861805515601496
90,1006,4.375234148039785,50.87298266192055
91,1043,4.38605713534583,50.861805515601496
92,1060,4.344697581912635,50.829476307319766
93,1300,4.5719102975057,50.69801921281275
94,2170,4.44450162313264,51.25156639821808
95,2630,4.382521989987779,51.13183400239181
96,7711,3.293799094229236,50.73438991075176
97,6210,4.470914471459328,50.48811219247635
98,7190,4.163406277702188,50.56896913004575
99,1120,4.375234148039785,50.87298266192055
100,1150,4.443103143199102,50.83109966996703
101,1320,4.7850703687239395,50.78029938291994
102,1331,4.546587881040538,50.73537497297937
103,1348,4.610583193636526,50.64437790193214
104,1404,4.2629198483323,50.6042547788242
105,2520,4.599904016207306,51.1851724480689
106,2490,5.189507620442092,51.166344406480725
107,2530,4.507452123689277,51.160670898875395
108,2270,4.759935300337723,51.13916219772636
109,5621,4.565329626632812,50.29540777309948
110,5640,4.650508996795713,50.3263285233684
111,5537,4.796803952608396,50.3335869684532
112,5020,4.873254627779406,50.49563850900468
113,5377,5.303213461804268,50.296262885971046
114,5081,4.775332482316229,50.53704044788278
115,3501,5.353051553893263,50.87972176549938
116,3620,5.645659516356118,50.89998677041696
117,3950,5.587395210052495,51.19088890327587
118,8850,3.204586319277043,50.970720246560504
119,6821,5.298180861291905,49.742933997928546
120,6834,5.119076371486765,49.839895206995465
121,6852,5.124980525130461,49.94920516539996
122,6853,5.161248013672438,49.92614724730353
123,6997,5.580717761285836,50.291261976609114
124,1654,4.274053226347698,50.748563374114006
125,3118,4.707853684749772,50.974437446459724
126,1653,4.298649637605856,50.733773934276996
127,9270,3.857256387642593,51.03888355150804
128,9290,3.959452450769738,51.02452070785009
129,9681,3.603812497797033,50.78349852701911
130,4761,6.305604104635684,50.45179830084449
131,4140,5.6370035682496304,50.507415279953975
132,4877,5.731972613312919,50.58736496113965
133,4670,5.747660575405222,50.680270695887955
134,4750,6.223987444186985,50.479812184949694
135,4780,6.144925075596327,50.284535167130564
136,4051,5.6339567661787555,50.60192572212116
137,4652,5.771850776307537,50.61078931878826
138,7740,3.328838749789718,50.68821665184891
139,6221,4.529097147609301,50.51075215545845
140,7942,3.853156020193236,50.61648174771696
141,7332,3.779560383207146,50.50994439203581
142,7010,3.972124117938859,50.4951508161205
143,6500,4.24543910724317,50.213805173417235
144,6250,4.591784707468043,50.416649525281294
145,7624,3.349949848814559,50.5162241204786
146,7611,3.306893241964832,50.52946413753035
147,7130,4.175446206829685,50.41072051574393
148,6560,4.145436326314291,50.30024640277612
149,5560,4.968684555520797,50.172628492844844
150,5363,5.113867500779082,50.335160801619345
151,5600,4.571891599680242,50.16289384914997
152,5641,4.70307395011975,50.3095092940113
153,5501,4.9526064024415,50.28922251728592
154,5651,4.455249275038879,50.29549130048675
155,5030,4.697014729356807,50.56226114863281
156,5150,4.77748662433658,50.42119091720402
157,3660,5.57135925539233,51.04035063845221
158,8610,2.999517253997901,51.0244017181459
159,8755,3.382269724086246,51.05512431930623
160,6630,5.7247900242378424,49.81114180866708
161,6660,5.785168385349334,50.128849289841654
162,6781,5.855063999433785,49.61176867222083
163,6813,5.458886356855338,49.707492590823946
164,6920,5.111386048020265,50.065483546895
165,1820,4.512768329408151,50.908686915761194
166,1502,4.217983586174801,50.71036726580038
167,3370,4.826380661577238,50.83055983736094
168,1852,4.363325827639951,50.954721858824506
169,1700,4.2578958901376485,50.84856042288083
170,9860,3.770343659379199,50.933609936771354
171,9790,3.500561346729429,50.86191054804526
172,9570,3.843182395813777,50.78878863358732
173,4458,5.578414947135331,50.71433424897992
174,4031,5.577531125648646,50.59185028437595
175,4650,5.771891439181935,50.69098820020856
176,4560,5.369765408196325,50.420737448736794
177,4770,6.13522075073925,50.35694653199721
178,6110,4.377794034073585,50.37221819422906
179,7034,4.00345440389874,50.48200388760719
180,6532,4.269962571572194,50.311942516865784
181,6530,4.296923768430381,50.3444427429975
182,7604,3.536924130255559,50.55086938268508
183,7500,3.389009268205489,50.604136689758725
184,7333,3.800762342554161,50.46581770145303
185,7803,3.78049228040414,50.63179570360427
186,6594,4.162295575481096,50.005375479855154
187,7910,3.530466499652594,50.68754560428395
188,6120,4.392363013422629,50.32368641321891
189,7506,3.351341527703194,50.57378705169133
190,7783,2.878075603084882,50.72755766166643
191,1200,4.431541527426499,50.84789153612173
192,1049,4.408236007087518,50.87001921742844
193,1370,4.877544510544012,50.717769456989686
194,2590,4.654716228104271,51.10495876136289
195,2431,4.9797858609504875,51.06274475941587
196,2801,4.409688494262013,51.048896156279405
197,6769,5.480048194278173,49.61163093704924
198,6044,4.390184365559585,50.439827627940524
199,6030,4.400385045382166,50.40979153641901
200,1780,4.30932217692078,50.90957954247929
201,9402,4.047828651322145,50.819933611266514
202,9920,3.622449773263771,51.10476775744932
203,9185,3.8732661150898062,51.18040422959496
204,9030,3.67853577403129,51.07386417979972
205,9140,4.216570683439023,51.140756480974794
206,4141,5.717120147431578,50.52741912628162
207,4570,5.233448550941895,50.473945293960455
208,6464,4.357438686155878,50.00089209592164
209,7861,3.78733749330221,50.69629991312962
210,7131,4.150309924021009,50.404053619435395
211,7134,4.193661361460719,50.42207407680261
212,6181,4.321858639805036,50.49356069435289
213,7382,3.7233927838207013,50.38275401924759
214,7301,3.820832314996096,50.42392561275431
215,6230,4.390802624362681,50.51181207915504
216,1130,4.375234148039785,50.87298266192055
217,1410,4.403520554166193,50.70976366812478
218,1474,4.470868865304241,50.62720733860356
219,2350,4.885090740973934,51.30529427138714
220,2870,4.291591868087934,51.072368741393966
221,2360,5.004371318046827,51.32073392547652
222,5364,5.124727454236162,50.36563070490373
223,5001,4.821762784969388,50.46995741568755
224,5000,4.854539162275639,50.457759547420494
225,3530,5.421525316021126,51.030095988663966
226,3580,5.223021187980118,51.045748329744264
227,3742,5.532850517898544,50.85271278619866
228,3791,5.883215704808167,50.72970119687923
229,3798,5.77243333760869,50.76051302436153
230,8460,2.9981470486252713,51.19721509326913
231,8582,3.426397560847429,50.75878665269722
232,8640,2.745174468977816,50.92894644794197
233,8690,2.72121062374652,51.01476098287005
234,8791,3.345056110746947,50.87235752687971
235,8880,3.151377215280142,50.87492645636235
236,6600,5.778188594148576,49.99402420506634
237,6688,5.670351880014501,50.0426383250265
238,6692,5.988170180603465,50.28124402586553
239,6980,5.522423987166039,50.15622908507213
240,1860,4.325099323868312,50.943740928977
